dt,expect_num1(t-3),order_num2(t-3),order_money3(t-3),unit_price4(t-3),ssu_expect_sum5(t-3),ssu_warehouse_num6(t-3),warehouse_order_sum7(t-3),warehouse_company_num8(t-3),warehouse_order_money9(t-3),warehouse_ssu_num10(t-3),act_type11(t-3),is_act12(t-3),dayofweek13(t-3),month14(t-3),monthinyear15(t-3),dayinmonth16(t-3),expect_num_1d17(t-3),expect_num_r_1d18(t-3),order_num_1d19(t-3),order_num_r_1d20(t-3),order_money_1d21(t-3),order_money_r_1d22(t-3),unit_price_1d23(t-3),unit_price_r_1d24(t-3),ssu_expect_sum_1d25(t-3),ssu_expect_sum_r_1d26(t-3),ssu_warehouse_num_1d27(t-3),ssu_warehouse_num_r_1d28(t-3),warehouse_order_sum_1d29(t-3),warehouse_company_num_1d30(t-3),warehouse_order_money_1d31(t-3),warehouse_ssu_num_1d32(t-3),expect_num_2d33(t-3),expect_num_r_2d34(t-3),order_num_2d35(t-3),order_num_r_2d36(t-3),order_money_2d37(t-3),order_money_r_2d38(t-3),unit_price_2d39(t-3),unit_price_r_2d40(t-3),ssu_expect_sum_2d41(t-3),ssu_expect_sum_r_2d42(t-3),ssu_warehouse_num_2d43(t-3),ssu_warehouse_num_r_2d44(t-3),warehouse_order_sum_2d45(t-3),warehouse_company_num_2d46(t-3),warehouse_order_money_2d47(t-3),warehouse_ssu_num_2d48(t-3),expect_num1(t-2),order_num2(t-2),order_money3(t-2),unit_price4(t-2),ssu_expect_sum5(t-2),ssu_warehouse_num6(t-2),warehouse_order_sum7(t-2),warehouse_company_num8(t-2),warehouse_order_money9(t-2),warehouse_ssu_num10(t-2),act_type11(t-2),is_act12(t-2),dayofweek13(t-2),month14(t-2),monthinyear15(t-2),dayinmonth16(t-2),expect_num_1d17(t-2),expect_num_r_1d18(t-2),order_num_1d19(t-2),order_num_r_1d20(t-2),order_money_1d21(t-2),order_money_r_1d22(t-2),unit_price_1d23(t-2),unit_price_r_1d24(t-2),ssu_expect_sum_1d25(t-2),ssu_expect_sum_r_1d26(t-2),ssu_warehouse_num_1d27(t-2),ssu_warehouse_num_r_1d28(t-2),warehouse_order_sum_1d29(t-2),warehouse_company_num_1d30(t-2),warehouse_order_money_1d31(t-2),warehouse_ssu_num_1d32(t-2),expect_num_2d33(t-2),expect_num_r_2d34(t-2),order_num_2d35(t-2),order_num_r_2d36(t-2),order_money_2d37(t-2),order_money_r_2d38(t-2),unit_price_2d39(t-2),unit_price_r_2d40(t-2),ssu_expect_sum_2d41(t-2),ssu_expect_sum_r_2d42(t-2),ssu_warehouse_num_2d43(t-2),ssu_warehouse_num_r_2d44(t-2),warehouse_order_sum_2d45(t-2),warehouse_company_num_2d46(t-2),warehouse_order_money_2d47(t-2),warehouse_ssu_num_2d48(t-2),expect_num1(t-1),order_num2(t-1),order_money3(t-1),unit_price4(t-1),ssu_expect_sum5(t-1),ssu_warehouse_num6(t-1),warehouse_order_sum7(t-1),warehouse_company_num8(t-1),warehouse_order_money9(t-1),warehouse_ssu_num10(t-1),act_type11(t-1),is_act12(t-1),dayofweek13(t-1),month14(t-1),monthinyear15(t-1),dayinmonth16(t-1),expect_num_1d17(t-1),expect_num_r_1d18(t-1),order_num_1d19(t-1),order_num_r_1d20(t-1),order_money_1d21(t-1),order_money_r_1d22(t-1),unit_price_1d23(t-1),unit_price_r_1d24(t-1),ssu_expect_sum_1d25(t-1),ssu_expect_sum_r_1d26(t-1),ssu_warehouse_num_1d27(t-1),ssu_warehouse_num_r_1d28(t-1),warehouse_order_sum_1d29(t-1),warehouse_company_num_1d30(t-1),warehouse_order_money_1d31(t-1),warehouse_ssu_num_1d32(t-1),expect_num_2d33(t-1),expect_num_r_2d34(t-1),order_num_2d35(t-1),order_num_r_2d36(t-1),order_money_2d37(t-1),order_money_r_2d38(t-1),unit_price_2d39(t-1),unit_price_r_2d40(t-1),ssu_expect_sum_2d41(t-1),ssu_expect_sum_r_2d42(t-1),ssu_warehouse_num_2d43(t-1),ssu_warehouse_num_r_2d44(t-1),warehouse_order_sum_2d45(t-1),warehouse_company_num_2d46(t-1),warehouse_order_money_2d47(t-1),warehouse_ssu_num_2d48(t-1),expect_num1(t)
2018-04-05,94.0,79.0,10204.0,108.49,94.0,1.0,2319.0,2130.0,295254.47,487.0,0.0,0.0,0.0,4.0,0.0,0.0,-2.0,-0.02127659574468085,-3.0,-0.0379746835443038,-229.0,-0.0224421795374363,0.030000000000001137,0.00027652318186008974,-2.0,-0.02127659574468085,0.0,0.0,-74.0,-76.0,-9691.34500000003,-23.0,-12.0,-0.1276595744680851,-17.0,-0.21518987341772153,-1270.0,-0.12446099568796551,0.21999999999999886,0.0020278366669739044,-12.0,-0.1276595744680851,0.0,0.0,-1.0,-16.0,-25776.965000000026,-25.0,87.0,74.0,9435.0,108.35,87.0,1.0,2333.0,2150.0,291096.745,490.0,0.0,0.0,1.0,4.0,0.0,0.0,-7.0,-0.08045977011494253,-5.0,-0.06756756756756757,-769.0,-0.08150503444621092,-0.14000000000000057,-0.0012921089063221095,-7.0,-0.08045977011494253,0.0,0.0,14.0,20.0,-4157.724999999977,3.0,-9.0,-0.10344827586206896,-8.0,-0.10810810810810811,-998.0,-0.10577636459989401,-0.10999999999999943,-0.001015228426395934,-9.0,-0.10344827586206896,0.0,0.0,-60.0,-56.0,-13849.070000000007,-20.0,67.0,60.0,7262.0,108.43,67.0,1.0,2126.0,1946.0,267822.72,491.0,0.0,0.0,2.0,4.0,0.0,0.0,-20.0,-0.29850746268656714,-14.0,-0.23333333333333334,-2173.0,-0.29922886257229414,0.0800000000000125,0.0007378031909989163,-20.0,-0.29850746268656714,0.0,0.0,-207.0,-204.0,-23274.025000000023,1.0,-27.0,-0.40298507462686567,-19.0,-0.31666666666666665,-2942.0,-0.4051225557697604,-0.05999999999998806,-0.0005533523932489907,-27.0,-0.40298507462686567,0.0,0.0,-193.0,-184.0,-27431.75,4.0,70
2018-04-06,87.0,74.0,9435.0,108.35,87.0,1.0,2333.0,2150.0,291096.745,490.0,0.0,0.0,1.0,4.0,0.0,0.0,-7.0,-0.08045977011494253,-5.0,-0.06756756756756757,-769.0,-0.08150503444621092,-0.14000000000000057,-0.0012921089063221095,-7.0,-0.08045977011494253,0.0,0.0,14.0,20.0,-4157.724999999977,3.0,-9.0,-0.10344827586206896,-8.0,-0.10810810810810811,-998.0,-0.10577636459989401,-0.10999999999999943,-0.001015228426395934,-9.0,-0.10344827586206896,0.0,0.0,-60.0,-56.0,-13849.070000000007,-20.0,67.0,60.0,7262.0,108.43,67.0,1.0,2126.0,1946.0,267822.72,491.0,0.0,0.0,2.0,4.0,0.0,0.0,-20.0,-0.29850746268656714,-14.0,-0.23333333333333334,-2173.0,-0.29922886257229414,0.0800000000000125,0.0007378031909989163,-20.0,-0.29850746268656714,0.0,0.0,-207.0,-204.0,-23274.025000000023,1.0,-27.0,-0.40298507462686567,-19.0,-0.31666666666666665,-2942.0,-0.4051225557697604,-0.05999999999998806,-0.0005533523932489907,-27.0,-0.40298507462686567,0.0,0.0,-193.0,-184.0,-27431.75,4.0,70.0,64.0,7586.0,108.2,70.0,1.0,2171.0,1991.0,291004.955,495.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,0.04285714285714286,4.0,0.0625,324.0,0.0427102557342473,-0.23000000000000398,-0.0021256931608133454,3.0,0.04285714285714286,0.0,0.0,45.0,45.0,23182.235000000044,4.0,-17.0,-0.24285714285714285,-10.0,-0.15625,-1849.0,-0.2437384655945162,-0.14999999999999147,-0.0013863216266172963,-17.0,-0.24285714285714285,0.0,0.0,-162.0,-159.0,-91.78999999997905,5.0,72
2018-04-07,67.0,60.0,7262.0,108.43,67.0,1.0,2126.0,1946.0,267822.72,491.0,0.0,0.0,2.0,4.0,0.0,0.0,-20.0,-0.29850746268656714,-14.0,-0.23333333333333334,-2173.0,-0.29922886257229414,0.0800000000000125,0.0007378031909989163,-20.0,-0.29850746268656714,0.0,0.0,-207.0,-204.0,-23274.025000000023,1.0,-27.0,-0.40298507462686567,-19.0,-0.31666666666666665,-2942.0,-0.4051225557697604,-0.05999999999998806,-0.0005533523932489907,-27.0,-0.40298507462686567,0.0,0.0,-193.0,-184.0,-27431.75,4.0,70.0,64.0,7586.0,108.2,70.0,1.0,2171.0,1991.0,291004.955,495.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,0.04285714285714286,4.0,0.0625,324.0,0.0427102557342473,-0.23000000000000398,-0.0021256931608133454,3.0,0.04285714285714286,0.0,0.0,45.0,45.0,23182.235000000044,4.0,-17.0,-0.24285714285714285,-10.0,-0.15625,-1849.0,-0.2437384655945162,-0.14999999999999147,-0.0013863216266172963,-17.0,-0.24285714285714285,0.0,0.0,-162.0,-159.0,-91.78999999997905,5.0,72.0,68.0,7789.0,108.19,72.0,1.0,2335.0,2144.0,318011.65,496.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.027777777777777776,4.0,0.058823529411764705,203.0,0.026062395686224163,-0.010000000000005116,-9.242998428694997e-05,2.0,0.027777777777777776,0.0,0.0,164.0,153.0,27006.695000000007,1.0,5.0,0.06944444444444445,8.0,0.11764705882352941,527.0,0.06765951983566568,-0.2400000000000091,-0.002218319622885748,5.0,0.06944444444444445,0.0,0.0,209.0,198.0,50188.93000000005,5.0,109
2018-04-08,70.0,64.0,7586.0,108.2,70.0,1.0,2171.0,1991.0,291004.955,495.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,0.04285714285714286,4.0,0.0625,324.0,0.0427102557342473,-0.23000000000000398,-0.0021256931608133454,3.0,0.04285714285714286,0.0,0.0,45.0,45.0,23182.235000000044,4.0,-17.0,-0.24285714285714285,-10.0,-0.15625,-1849.0,-0.2437384655945162,-0.14999999999999147,-0.0013863216266172963,-17.0,-0.24285714285714285,0.0,0.0,-162.0,-159.0,-91.78999999997905,5.0,72.0,68.0,7789.0,108.19,72.0,1.0,2335.0,2144.0,318011.65,496.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.027777777777777776,4.0,0.058823529411764705,203.0,0.026062395686224163,-0.010000000000005116,-9.242998428694997e-05,2.0,0.027777777777777776,0.0,0.0,164.0,153.0,27006.695000000007,1.0,5.0,0.06944444444444445,8.0,0.11764705882352941,527.0,0.06765951983566568,-0.2400000000000091,-0.002218319622885748,5.0,0.06944444444444445,0.0,0.0,209.0,198.0,50188.93000000005,5.0,109.0,92.0,11824.0,108.42,109.0,1.0,2573.0,2375.0,344218.85,508.0,0.0,0.0,5.0,4.0,0.0,0.0,37.0,0.3394495412844037,24.0,0.2608695652173913,4035.0,0.3412550744248985,0.23000000000000398,0.0021213798192215826,37.0,0.3394495412844037,0.0,0.0,238.0,231.0,26207.199999999953,12.0,39.0,0.3577981651376147,28.0,0.30434782608695654,4238.0,0.3584235453315291,0.21999999999999886,0.00202914591403799,39.0,0.3577981651376147,0.0,0.0,402.0,384.0,53213.89499999996,13.0,83
2018-04-09,72.0,68.0,7789.0,108.19,72.0,1.0,2335.0,2144.0,318011.65,496.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.027777777777777776,4.0,0.058823529411764705,203.0,0.026062395686224163,-0.010000000000005116,-9.242998428694997e-05,2.0,0.027777777777777776,0.0,0.0,164.0,153.0,27006.695000000007,1.0,5.0,0.06944444444444445,8.0,0.11764705882352941,527.0,0.06765951983566568,-0.2400000000000091,-0.002218319622885748,5.0,0.06944444444444445,0.0,0.0,209.0,198.0,50188.93000000005,5.0,109.0,92.0,11824.0,108.42,109.0,1.0,2573.0,2375.0,344218.85,508.0,0.0,0.0,5.0,4.0,0.0,0.0,37.0,0.3394495412844037,24.0,0.2608695652173913,4035.0,0.3412550744248985,0.23000000000000398,0.0021213798192215826,37.0,0.3394495412844037,0.0,0.0,238.0,231.0,26207.199999999953,12.0,39.0,0.3577981651376147,28.0,0.30434782608695654,4238.0,0.3584235453315291,0.21999999999999886,0.00202914591403799,39.0,0.3577981651376147,0.0,0.0,402.0,384.0,53213.89499999996,13.0,83.0,74.0,8977.0,108.18,83.0,1.0,2491.0,2272.0,313449.435,500.0,0.0,0.0,6.0,4.0,0.0,0.0,-26.0,-0.3132530120481928,-18.0,-0.24324324324324326,-2847.0,-0.3171438119639078,-0.23999999999999488,-0.0022185246810870296,-26.0,-0.3132530120481928,0.0,0.0,-82.0,-103.0,-30769.41499999998,-8.0,11.0,0.13253012048192772,6.0,0.08108108108108109,1188.0,0.1323381976161301,-0.009999999999990905,-9.243852837854414e-05,11.0,0.13253012048192772,0.0,0.0,156.0,128.0,-4562.215000000026,4.0,96
2018-04-10,109.0,92.0,11824.0,108.42,109.0,1.0,2573.0,2375.0,344218.85,508.0,0.0,0.0,5.0,4.0,0.0,0.0,37.0,0.3394495412844037,24.0,0.2608695652173913,4035.0,0.3412550744248985,0.23000000000000398,0.0021213798192215826,37.0,0.3394495412844037,0.0,0.0,238.0,231.0,26207.199999999953,12.0,39.0,0.3577981651376147,28.0,0.30434782608695654,4238.0,0.3584235453315291,0.21999999999999886,0.00202914591403799,39.0,0.3577981651376147,0.0,0.0,402.0,384.0,53213.89499999996,13.0,83.0,74.0,8977.0,108.18,83.0,1.0,2491.0,2272.0,313449.435,500.0,0.0,0.0,6.0,4.0,0.0,0.0,-26.0,-0.3132530120481928,-18.0,-0.24324324324324326,-2847.0,-0.3171438119639078,-0.23999999999999488,-0.0022185246810870296,-26.0,-0.3132530120481928,0.0,0.0,-82.0,-103.0,-30769.41499999998,-8.0,11.0,0.13253012048192772,6.0,0.08108108108108109,1188.0,0.1323381976161301,-0.009999999999990905,-9.243852837854414e-05,11.0,0.13253012048192772,0.0,0.0,156.0,128.0,-4562.215000000026,4.0,96.0,82.0,10407.0,108.47,96.0,1.0,2436.0,2264.0,306223.53,507.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,0.13541666666666666,8.0,0.0975609756097561,1430.0,0.1374075141731527,0.28999999999999204,0.002673550290402803,13.0,0.13541666666666666,0.0,0.0,-55.0,-8.0,-7225.90499999997,7.0,-13.0,-0.13541666666666666,-10.0,-0.12195121951219512,-1417.0,-0.13615835495339676,0.04999999999999716,0.0004609569466211594,-13.0,-0.13541666666666666,0.0,0.0,-137.0,-111.0,-37995.31999999995,-1.0,85
2018-04-11,83.0,74.0,8977.0,108.18,83.0,1.0,2491.0,2272.0,313449.435,500.0,0.0,0.0,6.0,4.0,0.0,0.0,-26.0,-0.3132530120481928,-18.0,-0.24324324324324326,-2847.0,-0.3171438119639078,-0.23999999999999488,-0.0022185246810870296,-26.0,-0.3132530120481928,0.0,0.0,-82.0,-103.0,-30769.41499999998,-8.0,11.0,0.13253012048192772,6.0,0.08108108108108109,1188.0,0.1323381976161301,-0.009999999999990905,-9.243852837854414e-05,11.0,0.13253012048192772,0.0,0.0,156.0,128.0,-4562.215000000026,4.0,96.0,82.0,10407.0,108.47,96.0,1.0,2436.0,2264.0,306223.53,507.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,0.13541666666666666,8.0,0.0975609756097561,1430.0,0.1374075141731527,0.28999999999999204,0.002673550290402803,13.0,0.13541666666666666,0.0,0.0,-55.0,-8.0,-7225.90499999997,7.0,-13.0,-0.13541666666666666,-10.0,-0.12195121951219512,-1417.0,-0.13615835495339676,0.04999999999999716,0.0004609569466211594,-13.0,-0.13541666666666666,0.0,0.0,-137.0,-111.0,-37995.31999999995,-1.0,85.0,77.0,9232.0,108.67,85.0,1.0,2360.0,2191.0,301869.645,512.0,0.0,0.0,1.0,4.0,0.0,0.0,-11.0,-0.12941176470588237,-5.0,-0.06493506493506493,-1175.0,-0.12727469670710573,0.20000000000000284,0.0018404343425048573,-11.0,-0.12941176470588237,0.0,0.0,-76.0,-73.0,-4353.885000000009,5.0,2.0,0.023529411764705882,3.0,0.03896103896103896,255.0,0.027621317157712304,0.4899999999999949,0.004509064139136789,2.0,0.023529411764705882,0.0,0.0,-131.0,-81.0,-11579.789999999979,12.0,77
2018-04-12,96.0,82.0,10407.0,108.47,96.0,1.0,2436.0,2264.0,306223.53,507.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,0.13541666666666666,8.0,0.0975609756097561,1430.0,0.1374075141731527,0.28999999999999204,0.002673550290402803,13.0,0.13541666666666666,0.0,0.0,-55.0,-8.0,-7225.90499999997,7.0,-13.0,-0.13541666666666666,-10.0,-0.12195121951219512,-1417.0,-0.13615835495339676,0.04999999999999716,0.0004609569466211594,-13.0,-0.13541666666666666,0.0,0.0,-137.0,-111.0,-37995.31999999995,-1.0,85.0,77.0,9232.0,108.67,85.0,1.0,2360.0,2191.0,301869.645,512.0,0.0,0.0,1.0,4.0,0.0,0.0,-11.0,-0.12941176470588237,-5.0,-0.06493506493506493,-1175.0,-0.12727469670710573,0.20000000000000284,0.0018404343425048573,-11.0,-0.12941176470588237,0.0,0.0,-76.0,-73.0,-4353.885000000009,5.0,2.0,0.023529411764705882,3.0,0.03896103896103896,255.0,0.027621317157712304,0.4899999999999949,0.004509064139136789,2.0,0.023529411764705882,0.0,0.0,-131.0,-81.0,-11579.789999999979,12.0,77.0,70.0,8329.0,108.18,77.0,1.0,2396.0,2182.0,303626.91,508.0,0.0,0.0,2.0,4.0,0.0,0.0,-8.0,-0.1038961038961039,-7.0,-0.1,-903.0,-0.10841637651578821,-0.4899999999999949,-0.004529487890552734,-8.0,-0.1038961038961039,0.0,0.0,36.0,-9.0,1757.2649999999558,-4.0,-19.0,-0.24675324675324675,-12.0,-0.17142857142857143,-2078.0,-0.24948973466202426,-0.28999999999999204,-0.0026807173229801444,-19.0,-0.24675324675324675,0.0,0.0,-40.0,-82.0,-2596.6200000000536,1.0,112
2018-04-13,85.0,77.0,9232.0,108.67,85.0,1.0,2360.0,2191.0,301869.645,512.0,0.0,0.0,1.0,4.0,0.0,0.0,-11.0,-0.12941176470588237,-5.0,-0.06493506493506493,-1175.0,-0.12727469670710573,0.20000000000000284,0.0018404343425048573,-11.0,-0.12941176470588237,0.0,0.0,-76.0,-73.0,-4353.885000000009,5.0,2.0,0.023529411764705882,3.0,0.03896103896103896,255.0,0.027621317157712304,0.4899999999999949,0.004509064139136789,2.0,0.023529411764705882,0.0,0.0,-131.0,-81.0,-11579.789999999979,12.0,77.0,70.0,8329.0,108.18,77.0,1.0,2396.0,2182.0,303626.91,508.0,0.0,0.0,2.0,4.0,0.0,0.0,-8.0,-0.1038961038961039,-7.0,-0.1,-903.0,-0.10841637651578821,-0.4899999999999949,-0.004529487890552734,-8.0,-0.1038961038961039,0.0,0.0,36.0,-9.0,1757.2649999999558,-4.0,-19.0,-0.24675324675324675,-12.0,-0.17142857142857143,-2078.0,-0.24948973466202426,-0.28999999999999204,-0.0026807173229801444,-19.0,-0.24675324675324675,0.0,0.0,-40.0,-82.0,-2596.6200000000536,1.0,112.0,98.0,11824.0,105.64,112.0,1.0,2536.0,2325.0,321931.2,519.0,0.0,0.0,3.0,4.0,0.0,0.0,35.0,0.3125,28.0,0.2857142857142857,3495.0,0.29558525033829497,-2.5400000000000063,-0.024043922756531676,35.0,0.3125,0.0,0.0,140.0,143.0,18304.290000000037,11.0,27.0,0.24107142857142858,21.0,0.21428571428571427,2592.0,0.21921515561569688,-3.030000000000001,-0.028682317304051505,27.0,0.24107142857142858,0.0,0.0,176.0,134.0,20061.554999999993,7.0,90
2018-04-14,77.0,70.0,8329.0,108.18,77.0,1.0,2396.0,2182.0,303626.91,508.0,0.0,0.0,2.0,4.0,0.0,0.0,-8.0,-0.1038961038961039,-7.0,-0.1,-903.0,-0.10841637651578821,-0.4899999999999949,-0.004529487890552734,-8.0,-0.1038961038961039,0.0,0.0,36.0,-9.0,1757.2649999999558,-4.0,-19.0,-0.24675324675324675,-12.0,-0.17142857142857143,-2078.0,-0.24948973466202426,-0.28999999999999204,-0.0026807173229801444,-19.0,-0.24675324675324675,0.0,0.0,-40.0,-82.0,-2596.6200000000536,1.0,112.0,98.0,11824.0,105.64,112.0,1.0,2536.0,2325.0,321931.2,519.0,0.0,0.0,3.0,4.0,0.0,0.0,35.0,0.3125,28.0,0.2857142857142857,3495.0,0.29558525033829497,-2.5400000000000063,-0.024043922756531676,35.0,0.3125,0.0,0.0,140.0,143.0,18304.290000000037,11.0,27.0,0.24107142857142858,21.0,0.21428571428571427,2592.0,0.21921515561569688,-3.030000000000001,-0.028682317304051505,27.0,0.24107142857142858,0.0,0.0,176.0,134.0,20061.554999999993,7.0,90.0,78.0,9482.0,105.41,90.0,1.0,2487.0,2268.0,317506.255,533.0,0.0,0.0,4.0,4.0,0.0,0.0,-22.0,-0.24444444444444444,-20.0,-0.2564102564102564,-2342.0,-0.24699430499894537,-0.23000000000000398,-0.0021819561711412957,-22.0,-0.24444444444444444,0.0,0.0,-49.0,-57.0,-4424.945000000007,14.0,13.0,0.14444444444444443,8.0,0.10256410256410256,1153.0,0.12159881881459608,-2.7700000000000102,-0.02627834171331003,13.0,0.14444444444444443,0.0,0.0,91.0,86.0,13879.34500000003,25.0,88
2018-04-15,112.0,98.0,11824.0,105.64,112.0,1.0,2536.0,2325.0,321931.2,519.0,0.0,0.0,3.0,4.0,0.0,0.0,35.0,0.3125,28.0,0.2857142857142857,3495.0,0.29558525033829497,-2.5400000000000063,-0.024043922756531676,35.0,0.3125,0.0,0.0,140.0,143.0,18304.290000000037,11.0,27.0,0.24107142857142858,21.0,0.21428571428571427,2592.0,0.21921515561569688,-3.030000000000001,-0.028682317304051505,27.0,0.24107142857142858,0.0,0.0,176.0,134.0,20061.554999999993,7.0,90.0,78.0,9482.0,105.41,90.0,1.0,2487.0,2268.0,317506.255,533.0,0.0,0.0,4.0,4.0,0.0,0.0,-22.0,-0.24444444444444444,-20.0,-0.2564102564102564,-2342.0,-0.24699430499894537,-0.23000000000000398,-0.0021819561711412957,-22.0,-0.24444444444444444,0.0,0.0,-49.0,-57.0,-4424.945000000007,14.0,13.0,0.14444444444444443,8.0,0.10256410256410256,1153.0,0.12159881881459608,-2.7700000000000102,-0.02627834171331003,13.0,0.14444444444444443,0.0,0.0,91.0,86.0,13879.34500000003,25.0,88.0,72.0,9272.0,105.44,88.0,1.0,2419.0,2195.0,308480.28,503.0,0.0,0.0,5.0,4.0,0.0,0.0,-2.0,-0.022727272727272728,-6.0,-0.08333333333333333,-210.0,-0.022648835202761,0.030000000000001137,0.00028452200303491216,-2.0,-0.022727272727272728,0.0,0.0,-68.0,-73.0,-9025.974999999977,-30.0,-24.0,-0.2727272727272727,-26.0,-0.3611111111111111,-2552.0,-0.27523727351164795,-0.20000000000000284,-0.001896813353566036,-24.0,-0.2727272727272727,0.0,0.0,-117.0,-130.0,-13450.919999999984,-16.0,163
2018-04-16,90.0,78.0,9482.0,105.41,90.0,1.0,2487.0,2268.0,317506.255,533.0,0.0,0.0,4.0,4.0,0.0,0.0,-22.0,-0.24444444444444444,-20.0,-0.2564102564102564,-2342.0,-0.24699430499894537,-0.23000000000000398,-0.0021819561711412957,-22.0,-0.24444444444444444,0.0,0.0,-49.0,-57.0,-4424.945000000007,14.0,13.0,0.14444444444444443,8.0,0.10256410256410256,1153.0,0.12159881881459608,-2.7700000000000102,-0.02627834171331003,13.0,0.14444444444444443,0.0,0.0,91.0,86.0,13879.34500000003,25.0,88.0,72.0,9272.0,105.44,88.0,1.0,2419.0,2195.0,308480.28,503.0,0.0,0.0,5.0,4.0,0.0,0.0,-2.0,-0.022727272727272728,-6.0,-0.08333333333333333,-210.0,-0.022648835202761,0.030000000000001137,0.00028452200303491216,-2.0,-0.022727272727272728,0.0,0.0,-68.0,-73.0,-9025.974999999977,-30.0,-24.0,-0.2727272727272727,-26.0,-0.3611111111111111,-2552.0,-0.27523727351164795,-0.20000000000000284,-0.001896813353566036,-24.0,-0.2727272727272727,0.0,0.0,-117.0,-130.0,-13450.919999999984,-16.0,163.0,132.0,16431.4,100.86,163.0,1.0,3014.0,2707.0,374987.37,521.0,0.0,0.0,6.0,4.0,0.0,1.0,75.0,0.4601226993865031,60.0,0.45454545454545453,7159.4000000000015,0.43571454653894376,-4.579999999999998,-0.045409478485028736,75.0,0.4601226993865031,0.0,0.0,595.0,512.0,66507.08999999997,18.0,73.0,0.44785276073619634,54.0,0.4090909090909091,6949.4000000000015,0.42293413829618903,-4.549999999999997,-0.04511203648621849,73.0,0.44785276073619634,0.0,0.0,527.0,439.0,57481.11499999999,-12.0,67
2018-04-17,88.0,72.0,9272.0,105.44,88.0,1.0,2419.0,2195.0,308480.28,503.0,0.0,0.0,5.0,4.0,0.0,0.0,-2.0,-0.022727272727272728,-6.0,-0.08333333333333333,-210.0,-0.022648835202761,0.030000000000001137,0.00028452200303491216,-2.0,-0.022727272727272728,0.0,0.0,-68.0,-73.0,-9025.974999999977,-30.0,-24.0,-0.2727272727272727,-26.0,-0.3611111111111111,-2552.0,-0.27523727351164795,-0.20000000000000284,-0.001896813353566036,-24.0,-0.2727272727272727,0.0,0.0,-117.0,-130.0,-13450.919999999984,-16.0,163.0,132.0,16431.4,100.86,163.0,1.0,3014.0,2707.0,374987.37,521.0,0.0,0.0,6.0,4.0,0.0,1.0,75.0,0.4601226993865031,60.0,0.45454545454545453,7159.4000000000015,0.43571454653894376,-4.579999999999998,-0.045409478485028736,75.0,0.4601226993865031,0.0,0.0,595.0,512.0,66507.08999999997,18.0,73.0,0.44785276073619634,54.0,0.4090909090909091,6949.4000000000015,0.42293413829618903,-4.549999999999997,-0.04511203648621849,73.0,0.44785276073619634,0.0,0.0,527.0,439.0,57481.11499999999,-12.0,67.0,63.0,7563.0,112.37,67.0,1.0,2535.0,2328.0,315450.14,502.0,0.0,0.0,0.0,4.0,0.0,1.0,-96.0,-1.4328358208955223,-69.0,-1.0952380952380953,-8868.400000000001,-1.17260346423377,11.510000000000005,0.10242947405891256,-96.0,-1.4328358208955223,0.0,0.0,-479.0,-379.0,-59537.22999999998,-19.0,-21.0,-0.31343283582089554,-9.0,-0.14285714285714285,-1709.0,-0.22596853100621447,6.930000000000007,0.06167126457239482,-21.0,-0.31343283582089554,0.0,0.0,116.0,133.0,6969.859999999986,-1.0,142
