warehouse_id,ssu_id,expect_num,order_num,order_money,unit_price,ssu_expect_sum,ssu_warehouse_num,warehouse_order_sum,warehouse_company_num,warehouse_order_money,warehouse_ssu_num,act_type,is_act,dayofweek,month,monthinyear,dayinmonth,expect_num_1d,expect_num_r_1d,order_num_1d,order_num_r_1d,order_money_1d,order_money_r_1d,unit_price_1d,unit_price_r_1d,ssu_expect_sum_1d,ssu_expect_sum_r_1d,ssu_warehouse_num_1d,ssu_warehouse_num_r_1d,warehouse_order_sum_1d,warehouse_company_num_1d,warehouse_order_money_1d,warehouse_ssu_num_1d,expect_num_2d,expect_num_r_2d,order_num_2d,order_num_r_2d,order_money_2d,order_money_r_2d,unit_price_2d,unit_price_r_2d,ssu_expect_sum_2d,ssu_expect_sum_r_2d,ssu_warehouse_num_2d,ssu_warehouse_num_r_2d,warehouse_order_sum_2d,warehouse_company_num_2d,warehouse_order_money_2d,warehouse_ssu_num_2d
4,368595,34,31,4114.0,121.0,34,1,2216,2039,337576.18,466,0.0,0.0,2,1,0,1,-14.0,-0.4117647058823529,-6.0,-0.1935483870967742,-1694.0,-0.4117647058823529,0.0,0.0,-14.0,-0.4117647058823529,0.0,0.0,-46.0,-42.0,21162.97999999998,11.0,7.0,0.20588235294117646,6.0,0.1935483870967742,847.0,0.20588235294117646,0.0,0.0,7.0,0.20588235294117646,0.0,0.0,57.0,31.0,33908.06,8.0
4,368595,39,36,4719.0,121.0,39,1,2175,2004,337408.88,461,0.0,0.0,3,2,0,0,5.0,0.1282051282051282,5.0,0.1388888888888889,605.0,0.1282051282051282,0.0,0.0,5.0,0.1282051282051282,0.0,0.0,-41.0,-35.0,-167.29999999998836,-5.0,-9.0,-0.23076923076923078,-1.0,-0.027777777777777776,-1089.0,-0.23076923076923078,0.0,0.0,-9.0,-0.23076923076923078,0.0,0.0,-87.0,-77.0,20995.679999999993,6.0
4,368595,33,32,3993.0,121.0,33,1,2011,1872,300636.21,468,0.0,0.0,4,2,0,0,-6.0,-0.18181818181818182,-4.0,-0.125,-726.0,-0.18181818181818182,0.0,0.0,-6.0,-0.18181818181818182,0.0,0.0,-164.0,-132.0,-36772.669999999984,7.0,-1.0,-0.030303030303030304,1.0,0.03125,-121.0,-0.030303030303030304,0.0,0.0,-1.0,-0.030303030303030304,0.0,0.0,-205.0,-167.0,-36939.96999999997,2.0
4,368595,31,29,3751.0,121.0,31,1,1809,1701,268522.59,452,0.0,0.0,5,2,0,0,-2.0,-0.06451612903225806,-3.0,-0.10344827586206896,-242.0,-0.06451612903225806,0.0,0.0,-2.0,-0.06451612903225806,0.0,0.0,-202.0,-171.0,-32113.619999999995,-16.0,-8.0,-0.25806451612903225,-7.0,-0.2413793103448276,-968.0,-0.25806451612903225,0.0,0.0,-8.0,-0.25806451612903225,0.0,0.0,-366.0,-303.0,-68886.28999999998,-9.0
4,368595,40,31,4840.0,121.0,40,1,1998,1850,299420.66,455,0.0,0.0,6,2,0,0,9.0,0.225,2.0,0.06451612903225806,1089.0,0.225,0.0,0.0,9.0,0.225,0.0,0.0,189.0,149.0,30898.06999999995,3.0,7.0,0.175,-1.0,-0.03225806451612903,847.0,0.175,0.0,0.0,7.0,0.175,0.0,0.0,-13.0,-22.0,-1215.5500000000466,-13.0
4,368595,23,20,2783.0,121.0,23,1,1901,1754,288574.72,456,0.0,0.0,0,2,0,0,-17.0,-0.7391304347826086,-11.0,-0.55,-2057.0,-0.7391304347826086,0.0,0.0,-17.0,-0.7391304347826086,0.0,0.0,-97.0,-96.0,-10845.940000000002,1.0,-8.0,-0.34782608695652173,-9.0,-0.45,-968.0,-0.34782608695652173,0.0,0.0,-8.0,-0.34782608695652173,0.0,0.0,92.0,53.0,20052.129999999946,4.0
4,368595,39,33,4719.0,121.0,39,1,1863,1702,290545.88,448,0.0,0.0,1,2,0,0,16.0,0.41025641025641024,13.0,0.3939393939393939,1936.0,0.41025641025641024,0.0,0.0,16.0,0.41025641025641024,0.0,0.0,-38.0,-52.0,1971.1600000000326,-8.0,-1.0,-0.02564102564102564,2.0,0.06060606060606061,-121.0,-0.02564102564102564,0.0,0.0,-1.0,-0.02564102564102564,0.0,0.0,-135.0,-148.0,-8874.77999999997,-7.0
4,368595,26,18,3146.0,121.0,26,1,1769,1623,270830.6,456,0.0,0.0,2,2,0,0,-13.0,-0.5,-15.0,-0.8333333333333334,-1573.0,-0.5,0.0,0.0,-13.0,-0.5,0.0,0.0,-94.0,-79.0,-19715.280000000028,8.0,3.0,0.11538461538461539,-2.0,-0.1111111111111111,363.0,0.11538461538461539,0.0,0.0,3.0,0.11538461538461539,0.0,0.0,-132.0,-131.0,-17744.119999999995,0.0
4,368595,23,21,2783.0,121.0,23,1,1666,1503,273919.53,450,0.0,0.0,3,2,0,0,-3.0,-0.13043478260869565,3.0,0.14285714285714285,-363.0,-0.13043478260869565,0.0,0.0,-3.0,-0.13043478260869565,0.0,0.0,-103.0,-120.0,3088.930000000051,-6.0,-16.0,-0.6956521739130435,-12.0,-0.5714285714285714,-1936.0,-0.6956521739130435,0.0,0.0,-16.0,-0.6956521739130435,0.0,0.0,-197.0,-199.0,-16626.349999999977,2.0
4,368595,9,8,1089.0,121.0,9,1,1389,1275,247683.59,449,0.0,0.0,4,2,0,0,-14.0,-1.5555555555555556,-13.0,-1.625,-1694.0,-1.5555555555555556,0.0,0.0,-14.0,-1.5555555555555556,0.0,0.0,-277.0,-228.0,-26235.94000000003,-1.0,-17.0,-1.8888888888888888,-10.0,-1.25,-2057.0,-1.8888888888888888,0.0,0.0,-17.0,-1.8888888888888888,0.0,0.0,-380.0,-348.0,-23147.00999999998,-7.0
